ts,family,market,side,qty,px,purpose,est_day,rested_h,fair,band_lo,band_hi,conf,touch_bid,touch_ask,conc,pos_after,why,oid
1788824528.4,cfb,aachc-cfb-wins-2026-11-28-duke-7pt5wins,SELL,0.5,0.34,earn,0.2769,5.5,,32,37,0,0.33,0.38,0,-0.5,joins the touch — the book has been quiet,CBQEPGP2EQ48
1788824708.4,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,SELL,0.5,0.41,earn,0.0743,0.03,,21,40,0.017,0.4,0.41,-0.1,-0.5,joins the touch — the book has been quiet,CBW4C533WQ3Z
1788826880.7,cfb,aachc-cfb-wins-2026-11-28-lou-10pt5wins,BUY,2,0.11,earn,0.1571,0.27,,10,16,0.458,0.12,0.13,-0.02,4,1 tick behind the touch — we would hold 3% of the bid side,CBWCVKVETQ3T
1788828223.0,cfb,aachc-cfb-wins-ou-2026-11-28-sdst,BUY,1,0.29,earn,0.0038,0.86,,29,40,0,0.29,0.3,-0.05,1,joins the touch — the book has been quiet,CBW87AXDRQ48
1788828359.6,cfb,aachc-cfb-wins-2026-11-28-oregst-4pt5wins,SELL,1,0.59,backfill,,0.78,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CBWBA4H6RQ48
1788828463.0,cfb,aachc-cfb-wins-2026-11-28-washst-4pt5wins,SELL,2,0.78,earn,0.2522,0.22,,72,78,0.388,0.75,0.76,-0.03,-2,2 ticks behind the touch — we would hold 12% of the ask side,CBWWP1YHPQ3H
1788828523.0,cfb,aachc-cfb-wins-2026-11-28-bayl-7pt5wins,BUY,1,0.32,earn,0.1931,4.25,,32,36,0.686,0.3,0.34,-0.02,4,1 tick behind the touch — we would hold 41% of the bid side,CBSDW8XX0Q3X
1788828643.0,cfb,aachc-cfb-wins-2026-11-28-syra-3pt5wins,SELL,1,0.71,earn,0.4687,15.06,,65,72,0.356,0.69,0.7,-0.02,-1.01,1 tick behind the touch — we would hold 37% of the ask side,CBG60CB80Q3Z
1788828643.0,cfb,aachc-cfb-wins-ou-2026-11-28-flst,BUY,1,0.35,earn,0.4486,0.98,,45,55,0,0.35,0.36,-0.15,1,joins the touch — the book has been quiet,CBW7DWF5GQ3T
1788828777.9,cfb,aachc-cfb-wins-2026-11-28-aubrn-8pt5wins,SELL,0.01,0.43,sell,0,0.29,,40,61,0.441,0.4,0.84,0.06,-0.01,selling filled stock — it earns while it waits,CBWWVD5HMQ48
1788828897.9,cfb,aachc-cfb-wins-2026-11-28-ore-10pt5wins,BUY,1,0.58,sell,0.001,10.52,,55,67,0.247,0.64,0.65,-0.03,0,an exit — its fill reduces the position it sits on,CBM5J2JPRQ3H
1788829077.9,cfb,aachc-cfb-wins-2026-11-28-colst-2pt5wins,BUY,1,0.74,sell,0,6.07,,66,74,0.567,0.74,0.75,0.03,1,buying back the short at or under what it sold for — the bid earns while it wait,CBR1ZBYCRQ3Y
1788829322.3,cfb,aachc-cfb-wins-2026-11-28-txst-7pt5wins,SELL,0.5,0.09,earn,0,0.75,,3,12,0,0.07,0.08,-0.01,-0.5,1 tick behind the touch — we would hold 10% of the ask side,CBWM8F02YQ3X
1788829562.3,cfb,aachc-cfb-wins-2026-11-28-hou-10pt5wins,BUY,1,0.22,sell,1.0885,1.08,,1,8,0,0.22,0.23,0.18,0,buying back the short at or under what it sold for — the bid earns while it wait,CBWCXS9XCQ3N
1788830907.8,cfb,aachc-cfb-wins-2026-11-28-cin-7pt5wins,SELL,0.01,0.02,earn,0.0139,0.92,,20,27,0,0.01,0.29,0.22,-0.01,joins the touch — the book has been quiet,CBWVZVP7TQ48
1788831814.6,cfb,aachc-cfb-wins-ou-2026-11-28-flst,BUY,0.01,0.33,earn,0.0004,0.84,,33,39,0.45,0.35,0.36,-0.02,1.01,14 ticks in front of the touch — we would hold 98% of the bid side,CBX4HNRPTQ3T
1788831934.6,cfb,aachc-cfb-wins-2026-11-28-lou-10pt5wins,SELL,4,0.11,sell,0.985,0.66,,7,12,0.621,0.1,0.11,-0.01,0,selling filled stock — it earns while it waits,CBXASBERRQ3X
1788832054.6,cfb,aachc-cfb-wins-2026-11-28-ucf-5pt5wins,BUY,1,0.61,manual,0,23.1,,60,64,0.503,0.57,0.62,-0.01,2,the owner's own order — the engine leaves it alone,CBA2F8NGTQ3Y
1788832234.6,cfb,aachc-cfb-wins-2026-11-28-usc-6pt5wins,SELL,1,0.84,earn,0.1602,0.02,,73,84,0.001,0.78,0.84,-0.05,-1,1 tick in front of the touch — we would hold 2% of the ask side,CBY02QPCWQ3R
1788832294.6,cfb,aachc-cfb-wins-2026-11-28-vand-7pt5wins,BUY,0.8,0.39,earn,0.3462,0.62,,37,42,0,0.4,0.41,-0.01,0.8,1 tick behind the touch — we would hold 4% of the bid side,CBXEQAMH2Q48
1788832781.4,cfb,aachc-cfb-wins-2026-11-28-ucf-5pt5wins,SELL,1,0.02,sell,0,0.03,,58,63,0.647,0.01,0.58,0.59,0,selling filled stock — it earns while it waits,CBY3SE450Q45
1788832901.4,cfb,aachc-cfb-wins-2026-11-28-utahst-3pt5wins,BUY,1,0.67,sell,0,29.13,,42,74,0.122,0.67,0.76,0.02,2,buying back the short at or under what it sold for — the bid earns while it wait,CB56BRBR8Q48
1788832901.4,cfb,aachc-cfb-wins-2026-11-28-mia-10pt5wins,BUY,1,0.83,sell,1.634,0.25,,61,67,0.606,0.83,0.84,0.19,0,buying back the short at or under what it sold for — the bid earns while it wait,CBXYJMGY6Q3Z
1788832969.1,cfb,aachc-cfb-wins-2026-11-28-hou-10pt5wins,SELL,0.1,0.22,hand,,0.74,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CBXGYBZPTQ46
1788833023.3,cfb,aachc-cfb-wins-2026-11-28-sc-8pt5wins,SELL,2,0.32,backfill,,0.64,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CBXN4JA36Q3H
1788833868.1,cfb,aachc-cfb-wins-2026-11-28-ore-10pt5wins,SELL,1,0.59,sell,0,0,,49,58,0.531,0.59,0.6,-0.05,0,taker dump — sold into the bid (the carved exception),CBYD2DVSGQ45
1788834481.1,cfb,aachc-cfb-wins-2026-11-28-cah-6pt5wins,BUY,0.01,0.37,earn,0,0.64,,42,51,0.625,0.29,0.38,-0.09,1.01,5 ticks in front of the touch — we would hold 1% of the bid side,CBXZXYHKGQ3N
1788834841.1,cfb,aachc-cfb-wins-2026-11-28-colst-1pt5wins,BUY,0.07,0.7,manual,0,8.95,,72,85,0.004,0.7,0.85,-0.09,0.07,the owner's own order — the engine leaves it alone,CBPYFMYG4Q3H
1788835150.2,cfb,aachc-cfb-wins-2026-11-28-sc-7pt5wins,BUY,1,0.49,manual,6.7993,9.04,,49,56,0.566,0.46,0.55,-0.04,2,the owner's own order — the engine leaves it alone,CBPYG00HJQ3N
1788835510.3,cfb,aachc-cfb-wins-2026-11-28-tx-10pt5wins,BUY,1,0.38,earn,1.8741,0.79,,42,78,0.297,0.38,0.39,-0.2,1,at the touch — a fill here is 7 ticks inside value (evidence band only; confiden,CBY3DWAK8Q3H
1788835585.1,cfb,aachc-cfb-wins-2026-11-28-flst-6pt5wins,BUY,1,0.39,earn,3.75,0.62,,47,55,0,0.21,0.4,-0.12,1,joins the touch — the book has been quiet,CBY912GMJQ3R
1788835645.1,cfb,aachc-cfb-wins-2026-11-28-flst-7pt5wins,BUY,1,0.27,earn,1.7308,1.33,,28,33,0.468,0.28,0.29,-0.03,2,1 tick behind the touch — we would hold 23% of the bid side,CBXP968A2Q46
1788835705.1,cfb,aachc-cfb-wins-2026-11-28-flst-6pt5wins,SELL,1,0.22,sell,0,0.03,,42,50,0.454,0.21,0.4,0.24,0,selling filled stock — it earns while it waits,CBYRTJYPJQ3H
1788835705.1,cfb,aachc-cfb-wins-2026-11-28-flst-6pt5wins,SELL,1,0.22,sell,0,0.02,,42,50,0.454,0.21,0.4,0.24,-1,selling filled stock — it earns while it waits,CBYSBRTZAQ3H
1788836005.1,cfb,aachc-cfb-wins-2026-11-28-mst-5pt5wins,SELL,0.5,0.33,manual,0.2751,0.83,,24,33,0.117,0.32,0.33,-0.04,-0.5,the owner's own order — the engine leaves it alone,CBY6BP1Q0Q46
1788836436.5,cfb,aachc-cfb-wins-2026-11-28-kan-6pt5wins,BUY,0.01,0.55,backfill,,0.03,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CBYYC16D2Q3N
1788836766.8,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,SELL,0.22,0.18,backfill,,26.98,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CB7X5PP4WQ3X
1788837073.5,cfb,aachc-cfb-wins-2026-11-28-okst-8pt5wins,BUY,0.01,0.11,earn,0.0589,0.05,,18,25,0.681,0.11,0.12,-0.1,2.02,10 ticks in front of the touch — we would hold 3% of the bid side,CBZ32R7VAQ3Z
1788837133.5,cfb,aachc-cfb-wins-2026-11-28-sc-7pt5wins,SELL,1,0.37,sell,0,0.15,,44,50,0.679,0.36,0.37,0.1,0,selling filled stock — it earns while it waits,CBYZS4R1WQ3T
1788842262.2,cfb,aachc-cfb-wins-2026-11-28-flst-6pt5wins,BUY,1,0.39,backfill,,1.82,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CBYST8Q4PQ3R
1788842393.9,cfb,aachc-cfb-wins-2026-11-28-flst-6pt5wins,BUY,1,0.39,hand,,0.03,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CC0AHMWYAQ3T
1788843284.4,cfb,aachc-cfb-wins-2026-11-28-cin-7pt5wins,BUY,0.19,0.2,backfill,,0.9,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CBZTEBBNGQ3R
1788843303.3,cfb,aachc-cfb-wins-2026-11-28-cin-6pt5wins,SELL,0.88,0.22,sell,4.5181,5.27,,22,32,0.426,0.21,0.22,0.04,1.12,selling filled stock — it earns while it waits,CBW2CGFC4Q3Z
1788843303.3,cfb,aachc-cfb-wins-2026-11-28-colst-1pt5wins,SELL,0.07,0.84,sell,0,0,,70,77,0.445,0.84,0.85,-0.11,0.93,taker dump — sold into the bid (the carved exception),CC0HCEZCTQ3N
1788843363.3,cfb,aachc-cfb-wins-2026-11-28-cin-7pt5wins,BUY,0.01,0.21,sell,0.022,1.93,,20,26,0.438,0.2,0.26,-0.02,0,buying back the short at or under what it sold for — the bid earns while it wait,CBYZB4CGPQ3R
1788844441.0,cfb,aachc-cfb-wins-2026-11-28-nw-5pt5wins,BUY,0.01,0.63,earn,0.0547,0.23,,51,59,0,0.63,0.64,0.08,0.01,joins the touch — the book has been quiet,CC0KF668YQ3N
1788844441.0,cfb,aachc-cfb-wins-2026-11-28-nw-3pt5wins,BUY,0.01,0.79,sell,0.0003,3.22,,75,83,0.388,0.84,0.85,0,0,buying back the short at or under what it sold for — the bid earns while it wait,CBY4JM13WQ48
1788844501.0,cfb,aachc-cfb-wins-2026-11-28-tx-11pt5wins,BUY,1,0.26,earn,5.625,0.17,,25,30,0.485,0.27,0.3,-0.01,1,1 tick behind the touch — we would hold 75% of the bid side,CC0N8M80JQ3X
1788844861.1,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,BUY,1,0.69,sell,0,0.03,,45,71,0.433,0.69,0.7,0.13,1.96,buying back the short at or under what it sold for — the bid earns while it wait,CC0WBZRG8Q3X
1788844935.9,cfb,aachc-cfb-wins-2026-11-28-aubrn-8pt5wins,BUY,1,0.35,earn,0.2314,0.63,,38,45,0.598,0.26,0.38,-0.06,1,1 tick behind the touch — we would hold 15% of the bid side,CC0DAG1HTQ48
1788845190.2,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,BUY,0.46,0.25,backfill,,0.49,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CC0JFK9GRQ45
1788846122.2,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,BUY,1.54,0.25,earn,1.3525,0.75,,38,42,0.812,0.25,0.26,-0.15,1.54,1 tick behind the touch — we would hold 57% of the bid side,CC0JFK9GRQ45
1788846363.0,cfb,aachc-cfb-wins-2026-11-28-bayl-7pt5wins,SELL,0.1,0.32,sell,0,0,,31,35,0.733,0.01,0.33,0.01,3.9,taker dump — sold into the bid (the carved exception),CC17A1HATQ3T
1788848324.5,cfb,aachc-cfb-wins-2026-11-28-tx-11pt5wins,BUY,0.01,0.19,earn,7.4713,0.19,,23,27,0.635,0.19,0.3,-0.06,1.01,15 ticks in front of the touch — we would hold 99% of the bid side,CC1K7SEYYQ3N
1788862453.5,cfb,aachc-cfb-wins-2026-11-28-aubrn-8pt5wins,SELL,1,0.02,sell,0.9375,0.23,,35,43,0.679,0.01,0.02,0.37,0,selling filled stock — it earns while it waits,CC3YWM3PER40
1788863770.8,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,BUY,1,0.37,probe,0.0999,0.34,,44,63,0.591,0.4,0.99,-0.16,2,a scout — this market's pool could pay; but I don't know enough yet; what happen,CC57K4RSER3X
1788864778.0,cfb,aachc-cfb-wins-2026-11-28-ala-6pt5wins,SELL,0.01,0.84,backfill,,0.59,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CC57MD904R3Y
1788865712.9,cfb,aachc-cfb-wins-2026-11-28-utah-6pt5wins,SELL,1,0.66,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CC61PQN0AR47
1788868002.1,cfb,aachc-cfb-wins-2026-11-28-lsu-10pt5wins,SELL,2,0.02,sell,2.1216,1.67,,34,40,0.821,0.01,0.51,0.35,0,selling filled stock — it earns while it waits,CC4ARZMVMR3X
1788868589.8,cfb,aachc-cfb-wins-2026-11-28-cin-6pt5wins,SELL,1,0.02,sell,2.4194,1.94,,22,33,0.579,0.01,0.48,0.25,0,selling filled stock — it earns while it waits,CC40QGAS6R46
1788869252.7,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,BUY,1,0.39,earn,0.5233,1.42,,38,44,0.689,0.4,0.41,-0.02,3,1 tick behind the touch — we would hold 13% of the bid side,CC5N0XX4AR42
1788870244.9,cfb,aachc-cfb-wins-2026-11-28-vand-7pt5wins,SELL,0.99,0.02,manual,0,1.07,,33,40,0.405,0.01,0.02,0.35,0.01,the owner's own order — the engine leaves it alone,CC66724ZCR45
1788876138.8,cfb,aachc-cfb-wins-2026-11-28-utahst-3pt5wins,SELL,1,0.58,sell,7.4257,0.14,,58,70,0.436,0.57,0.58,0.06,0,selling filled stock — it earns while it waits,CC8A1S2PPR3V
1788876199.1,cfb,aachc-cfb-wins-2026-11-28-utahst-2pt5wins,BUY,0.01,0.55,earn,0.8482,0.03,,55,83,0.001,0.49,0.84,-0.16,0.01,6 ticks in front of the touch — we would hold 11% of the bid side,CC8D7PW76R46
1788877403.4,cfb,aachc-cfb-wins-2026-11-28-txst-7pt5wins,BUY,1,0.5,sell,0,0.03,,8,16,0.392,0.01,0.51,0.38,2,buying back the short at or under what it sold for — the bid earns while it wait,CC8P0B3KRR3W
1788877908.6,cfb,aachc-cfb-wins-2026-11-28-mich-9pt5wins,BUY,0.01,0.17,earn,1.1228,0.02,,16,25,0.293,0.07,0.27,-0.03,0.01,10 ticks in front of the touch — we would hold 15% of the bid side,CC8V2TVZRR47
1788878597.2,cfb,aachc-cfb-wins-2026-11-28-washst-5pt5wins,SELL,0.01,0.36,earn,0.0617,0.21,,47,56,0,0.33,0.36,0.15,-0.01,1 tick in front of the touch — we would hold 9% of the ask side,CC8VJ4F3WR45
1788879629.7,cfb,aachc-cfb-wins-2026-11-28-usc-6pt5wins,BUY,1,0.95,manual,1.3441,4.61,,86,93,0.393,0.75,0.93,0.05,0,the owner's own order — the engine leaves it alone,CC5BJS3CWR3X
1788881566.3,cfb,aachc-cfb-wins-2026-11-28-mich-9pt5wins,BUY,0.01,0.17,backfill,,0.02,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CC9Q93ZPJR3Y
1788883708.0,cfb,aachc-cfb-wins-2026-11-28-tx-11pt5wins,SELL,1,0.02,manual,0.8224,4.81,,15,21,0.68,0.01,0.02,0.16,0,the owner's own order — the engine leaves it alone,CC66AVAQ6R46
1788885117.4,cfb,aachc-cfb-wins-2026-11-28-utahst-3pt5wins,SELL,0.01,0.68,earn,0.0824,0.58,,62,70,0.605,0.63,0.68,-0.02,-1.01,8 ticks in front of the touch — we would hold 98% of the ask side,CCA31SA3YR3Z
1788887722.1,cfb,aachc-cfb-wins-2026-11-28-ga-9pt5wins,SELL,1,0.65,earn,2.5137,3.25,,61,67,0,0.64,0.65,-0.01,-1,joins the touch — the book has been quiet,CC8CRRZK2R45
1788888516.8,cfb,aachc-cfb-wins-2026-11-28-syra-4pt5wins,BUY,1,0.67,sell,1.3617,6.37,,50,57,0.529,0.67,0.68,0.13,0,buying back the short at or under what it sold for — the bid earns while it wait,CC615HC66R45
1788889073.3,cfb,aachc-cfb-wins-ou-2026-11-28-sdst,SELL,1,0.25,sell,0.2467,4.57,,24,29,0.376,0.24,0.67,0.02,0,selling filled stock — it earns while it waits,CC7KRFNQ4R47
1788889493.4,cfb,aachc-cfb-wins-2026-11-28-utahst-2pt5wins,SELL,0.01,0.7,sell,0,0,,48,55,0.437,0.7,0.72,-0.19,0,taker dump — sold into the bid (the carved exception),CCBK9V2PGR42
1788892589.4,cfb,aachc-cfb-wins-2026-11-28-ore-11pt5wins,SELL,0.01,0.46,earn,0.0166,0.6,,22,45,0.001,0.18,0.46,-0.11,-0.01,5 ticks in front of the touch — we would hold 0% of the ask side,CCBTQ4DDYR40
1788895141.9,cfb,aachc-cfb-wins-2026-11-28-oregst-4pt5wins,BUY,0.14,0.58,backfill,,9.36,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CC3W8QY16R45
1788895634.1,cfb,aachc-cfb-wins-2026-11-28-utah-8pt5wins,SELL,0.01,0.42,earn,0.0042,1.46,,40,46,0,0.41,0.42,0,-0.01,joins the touch — the book has been quiet,CCBSZKD6MR40
1788895634.1,cfb,aachc-cfb-wins-2026-11-28-mia-11pt5wins,SELL,0.01,0.08,earn,0.0077,0.78,,9,17,0,0.07,0.09,0.04,-0.01,1 tick in front of the touch — we would hold 3% of the ask side,CCCDN1JPGR46
1788895634.1,cfb,aachc-cfb-wins-2026-11-28-ill-5pt5wins,BUY,2,0.88,sell,0,0.07,,88,97,0.038,0.98,0.99,-0.05,0,buying back the short at or under what it sold for — the bid earns while it wait,CCD1F97F8R3Y
1788895820.8,cfb,aachc-cfb-wins-2026-11-28-ohiost-11pt5wins,BUY,0.01,0.31,earn,0.0757,0.4,,17,26,0,0.31,0.5,0.1,0.01,1 tick in front of the touch — we would hold 3% of the bid side,CCCSYAAJJR46
1788896240.9,cfb,aachc-cfb-wins-ou-2026-11-28-flst,SELL,1,0.33,sell,0,0,,31,35,0.539,0.33,0.34,0,0,taker dump — sold into the bid (the carved exception),CCD7RP9Z0R3Y
1788896738.0,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,BUY,0.01,0.37,earn,7.0976,0.05,,36,41,0.724,0.37,0.41,-0.01,3.01,4 ticks in front of the touch — we would hold 95% of the bid side,CCDBCJMN8R45
1788899456.4,cfb,aachc-cfb-wins-2026-11-28-ore-11pt5wins,BUY,1,0.41,probe,5.473,0.12,,39,47,0.446,0.07,0.45,-0.02,0.99,a scout — this market's pool could pay; but I don't know enough yet; what happen,CCDYNR2X0R3W
1788899516.4,cfb,aachc-cfb-wins-2026-11-28-ore-11pt5wins,BUY,0.01,0.44,sell,2.027,1.16,,35,42,0.621,0.07,0.45,0.05,1.01,buying back the short at or under what it sold for — the bid earns while it wait,CCD0YRHWMR42
1788899576.4,cfb,aachc-cfb-wins-ou-2026-11-28-gtech,SELL,2,0.37,sell,0,0,,35,39,0.522,0.37,0.38,0,0,taker dump — sold into the bid (the carved exception),CCE36CVQGR3X
1788901321.5,cfb,aachc-cfb-wins-2026-11-28-flst-7pt5wins,SELL,2,0.28,sell,0,0,,27,31,0.547,0.28,0.29,0.01,0,taker dump — sold into the bid (the carved exception),CCEFBW1TGR3Y
1788905542.2,cfb,aachc-cfb-wins-2026-11-28-ore-11pt5wins,SELL,0.1,0.07,backfill,,0.65,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CCEWJH8HCR3Y
1788906178.4,cfb,aachc-cfb-wins-2026-11-28-washst-7pt5wins,SELL,0.7,0.37,sell,0.7073,1.63,,34,38,0.767,0.33,0.37,-0.01,2.31,selling filled stock — it earns while it waits,CCE83MKGYR3Y
1788908408.9,cfb,aachc-cfb-wins-2026-11-28-hou-6pt5wins,BUY,0.99,0.81,backfill,,3.48,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CCD571MXTR3Y
1788908538.6,cfb,aachc-cfb-wins-ou-2026-11-28-okl,BUY,0.99,0.6,backfill,,3.46,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CCD6HR51TR46
1788908621.1,cfb,aachc-cfb-wins-2026-11-28-wash-8pt5wins,BUY,0.63,0.44,backfill,,0.38,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CCFVRM3AAR42
1788908687.5,cfb,aachc-cfb-wins-2026-11-28-wash-8pt5wins,BUY,0.01,0.44,probe,0.3082,0.4,,34,48,0.001,0.47,0.48,0.01,0.63,a scout — this market's pool could pay; but I don't know enough yet; what happen,CCFVRM3AAR42
1788908872.6,cfb,aachc-cfb-wins-2026-11-28-duke-4pt5wins,SELL,0.99,0.82,earn,0.1998,1.16,,71,80,0,0.81,0.82,-0.06,-0.99,joins the touch — the book has been quiet,CCF6R8QD8R42
1788909220.2,cfb,aachc-cfb-wins-2026-11-28-colst-3pt5wins,SELL,1,0.82,backfill,,0.13,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CCG8D5K4TR42
1788910987.6,cfb,aachc-cfb-wins-2026-11-28-pennst-11pt5wins,BUY,1,0.16,probe,0,0.02,,4,16,0.052,0.16,0.19,0.06,1,a scout — this market's pool could pay; but I don't know enough yet; what happen,CCGRX037JR42
